videoId,title,published_at,duration_sec,views,likes,comments
wfvuMz5Nt4Q,احمق تحدي الدلاح انا والواليد.. الواليد تعصب هههه,2021-07-18 11:45:06+00:00,546.0,565979,57277,1447
u7th2KnUaTk,هنا فين سالا التريب.. اكبر غلطة داروها معايا الدراري مكنتش متوقعها منهوم,2021-07-14 12:08:03+00:00,1036.0,1256917,72268,1533
uOYkgO0pw5A,شدينا الطريق لتطوان.. وسط الطريق حفظني الله من كسيدا خايبة الحمد لله,2021-07-10 13:18:37+00:00,1168.0,863994,54378,1195
Gm4qDaQxahQ,الدراري بغاو يحرڭو لاسبانيا.. وخصرو ليا الپيكالا وسط الطريق,2021-07-07 12:38:56+00:00,1245.0,973867,68823,1747
iAVBHlTwHLc,اخيرا وصلنا طنجة.. معاد حكم عليا وحسام دار كسيدا ياربي السلامة هههه,2021-07-04 12:58:27+00:00,1167.0,990346,63800,1441
8D1Eml5L0gQ,درنا اكبر غلطة فهاد التريب.. شدينا الطريق بالليل 🥱,2021-07-01 12:01:34+00:00,1337.0,1060833,66100,1353
0Q73xvc_2No,قربنا لطنجة.. معاد تشفرات ليه البيكالا !!,2021-06-28 12:22:09+00:00,1309.0,1075991,71871,1619
NteNUL2w3Pc,بدينا رحلة جديدة.. اول مرة نشرب بول الباعير، وتلاقينا بالدراري ديال الشياطة,2021-06-23 12:30:57+00:00,1415.0,1073603,70570,1650
LyCXJ0Xk4_Q,وصلنا لكازا، ولكن تخصمت مع الدراري وسط الطريق بسبب..,2021-06-06 12:57:39+00:00,1028.0,1219028,74924,1834
WZ4i1-BWRTY,رحلة جديدة من مراكش للدار البيضاء بالبيكالات، تلاقينا احسن رحالة في المغرب ‏وعطانا بزاف ديال النصائح,2021-06-03 11:59:15+00:00,1104.0,869430,71041,1674
nbQz2qHEvTA,واخيرا وصلنا لمراكش... وعطيت لدراري مليون سنتيم😔,2021-05-30 13:30:33+00:00,1186.0,1556819,115360,2601
F2rKPT1F6Jk,الدراري عياو ليا وسط الطريق وقررت نعطيهوم مليون الى كملوا معايا لمراكش 😰,2021-05-26 12:22:52+00:00,751.0,1052737,83578,1924
WiPtBlIGXFs,لحظة الوداع مع الواليد 😭.. تبياسات لينا الرويضة وسط الطريق هههه,2021-05-23 12:40:20+00:00,1106.0,1523030,93888,2645
GZSPhc5dQj8,ردة الفعل ديال الواليد مني ڭلنا ليه غانمشيو لمراكش  بالبيكالات!!,2021-05-20 12:48:51+00:00,945.0,862481,65923,1264
11e7GXkMlOA,واخيرآآا صدقات لينا الطنجية.. ولكن قبل پرانكينا بيها الواليد هههه,2021-05-09 17:16:57+00:00,871.0,1220507,71122,1309
6dwTc0nQcD8,الواليد كان غايطيح بالموطور هو وفريو كريو.. تفرڭعات بيهوم الرويضة 😰,2021-05-05 17:23:11+00:00,930.0,592177,57652,1166
2DsUs-yOHas,دخلنا أنا والواليد الأجانب للإسلام.. الواليد هرب ليه ديال بصح هاد المرة هههه,2021-05-01 17:10:44+00:00,902.0,515225,56843,1365
oVm85Jw8CL4,وأخيرآآ كتاشفت الموهيبة ديال الواليد.. صدق حسن من ميسي !!,2021-04-25 18:05:35+00:00,1126.0,723893,58484,1070
UTKul8J-yqo,بدينا فالأشغال ديال الضالة.. صدمنا القايد بالقرار ديالو,2021-04-16 17:15:31+00:00,1451.0,1547521,87427,1709
-IAnxCNnPxk,ضربنا انا والواليد بالسيوفا.. متخيلوش شنو وقع !!,2021-04-10 12:28:49+00:00,729.0,286869,29814,993
Q4_3rrVMtek,مشينا لمدينة الرياح...لواليد كان غيديه الريح!!,2021-04-04 12:36:17+00:00,623.0,363790,35641,1108
eWoZkCgr08k,بدلت ديكور ديال الدار بلا خبار لواليد... و الدراري صبغو ليا لماعن ديال لكوزينا؟؟؟,2021-03-26 16:04:01+00:00,1509.0,1573570,103787,2241
hcmo3lcpX48,مشينا انا والواليد لمصر القديمة والواليد تيق راسو ولا فرعون وتزعط ‏فكليوباترا 😂😂,2021-03-12 19:11:16+00:00,1080.0,474668,41567,1118
1CGcNExZgSY,عاقبني الواليد ودار ليا الكولا فيدي لمدة 5 دقائق بسبب ...🥺,2021-02-26 18:04:04+00:00,825.0,791568,79244,2126
niZt7Boj960,Gaz Haven مشينا انا الواليد لورزازات وبرانكيناه انا والدراري ف,2021-02-21 12:05:48+00:00,621.0,432163,41969,1404
Zi73fRsMsrU,PART 2 : تبعوني الدراري بالثلج وانا عريان.. من كثرت البرد تجمد لينا الواليد هههه,2021-02-13 12:33:50+00:00,653.0,928610,64473,2055
czIF3YqSElg,واخييرا لقينا الثلج وكليناه انا والواليد وتعريت بسباب التحديات الحمقة ديالنا هههه,2021-02-07 12:00:06+00:00,657.0,771910,79526,2475
ElAvPpOyW-g,PART 2 : تحدي المشروبات، كنا غنشربو عصير زيت الكيف وعصير السردين ولكن..,2021-01-31 12:01:22+00:00,949.0,1235891,126751,3381
WQ7tXQinP-M,الضالة سخن عليه الراس ودخل اتريني مع مكفوف وكان غايموت ههههه,2021-01-25 12:46:18+00:00,1285.0,729778,55482,1545
qrGX3GEHCo8,PART 2 : اخيرا شفنا مول الخيمة ديال الرحالة.. رحب بينا مسكين انا والواليد والدراري,2021-01-16 13:01:54+00:00,1031.0,358814,35506,1222
Lnpjs1babmo,مشينا انا والواليد عشنا مع الرحالة وعاودو لينا على المعانات ديالهوم ولكن قتلناهوم بالضحك هههه,2021-01-09 12:50:50+00:00,1065.0,435968,41462,1619
eiR1LkR1nrY,شوينا خروف بمناسبة نهاية 2020 ودخول 2021 ههه الحماق مع الواليد,2020-12-31 18:15:54+00:00,1215.0,1139487,88040,2166
5UV5NdIw9_A,مشينا انا والواليد لدوار من المغرب المنسي، حولنا ندخلو عليهوم الفرحة شوية,2020-12-23 15:07:08+00:00,1223.0,408243,40658,1404
omxGG3RDpnU,مشينا لواحد البلاصة عمرها كثر من 400 سنة.. سميتها حشماتني مع الواليد,2020-12-16 13:40:46+00:00,1702.0,805556,61947,2454
6pmiJiTAj6w,هاكيفاش خرجات لينا الطنجية.. صنعنا السم ههههههه,2020-12-10 13:38:17+00:00,1190.0,948126,75776,2701
1BI_6knyGXQ,اخيرا سافرنا وهجمو علينا الكلاب،، وزاد كملها الواليد طيب لينا افشل طنجية فالتاريخ هههه,2020-12-04 14:00:25+00:00,1481.0,1064773,84271,2534
l1zxJNp-sQY,OMEGLE : درنا أنا والواليد مسابقة للمتابعين...الموت ديال الضحك,2020-11-25 13:12:19+00:00,837.0,578441,80947,2329
fKn8vfcdM4Q,PRANK : رديت الدار مزرعة ديال البهايم.. الواليد كان غايهرب ليه,2020-11-13 15:08:51+00:00,1131.0,1064451,102745,2723
CzuormQOoz8,تحاشمنا أنا والواليد فهاذ الفيديو ! كتاشفت اسرار خطيرة على الواليد,2020-11-08 14:24:19+00:00,682.0,993191,102798,2786
xjreLJD7u-g,تحدي التناسق : شكون لي كايعرف لاخر مزيان ؟؟😂😂,2020-10-31 14:58:12+00:00,903.0,1175003,109169,3611
uAq_UC6neU4,تقادينا انا والواليد باس نعجبو التيتيز ديال OMEGLE,2020-10-09 14:00:04+00:00,709.0,1399808,137562,3327
jjpLINiBo_Y,درنا تحدي المرشميلو انا والواليد.. شدينا فالناس لي كانحتارمو ههههه,2020-10-03 15:11:32+00:00,681.0,913905,96569,2703
b3rgWcQnCDE,تحدي المشروبات، شربنا عصير ( القطران، العطرية...),2020-09-20 14:31:15+00:00,837.0,2048216,165686,4255
B8dpdqZGv8k,اول مرة نركب الخيل انا والواليد، مولات الخيل كان غيركلها العود بسباب النحس ديالنا هههه,2020-09-07 17:52:56+00:00,1767.0,1250510,93221,2368
HSOiz2pggzI,OMEGLE : 😞 تخاصمت مع الواليد وهرست البيسي ديالي,2020-08-24 18:00:13+00:00,678.0,1278141,136350,3460
1SItyH7nk7Q,طلبنا من الناس يسولونا انا والواليد صدقو حشموني معاه هههه,2020-08-19 14:01:02+00:00,1336.0,883696,89314,2649
UmD9mofr5hQ,مشينا لسيدي بوتبوقالت ديال بصح هاد المرة... الواليد عجبوو الحال بزااااف,2020-08-05 15:31:57+00:00,1165.0,1403191,117451,3016
UlCKi83Nf1A,اجواء عيد الاضحى ... الواليد كعى عليا ديال بصح !!,2020-07-31 20:18:15+00:00,1056.0,754009,86884,2409
8BEQ_O2fbjQ,مشينا نشريو الحاولي ديال عيد الاضحى وهرب لينا بسباب الواليد هههه,2020-07-27 15:23:30+00:00,1238.0,3062570,209504,6106
3jGJQUiMJRU,التتمة ديال الڤلوك الاول... عاود لينا الواليد على الذكريات ديالو ( السلوگية ),2020-07-21 18:20:33+00:00,968.0,1148125,113842,2739
UA621e0yPnI,پرانكينا الواليد ديناه للبلاد على غفلة ..من كثرت الفرحة هرب ليه ههه,2020-07-17 16:47:34+00:00,1380.0,2954110,180670,5042
RP3hggdtONc,الواليد بغى يخطب ليا من Omegle ولكن وجهي ممساعدوش هههههه,2020-06-05 16:27:49+00:00,627.0,794733,95327,3237
P4YBEDMYsJM,تحدي الحلاقة...لواليد دار ليا لحسانة ديال ليهود!!!,2020-05-14 17:45:25+00:00,771.0,1364474,114309,3523
_u04zXoJRxA,OMEGLE PART 2 : الواليد صدق كايقمعوه الساطات 😂,2020-05-03 19:55:14+00:00,934.0,841459,94776,2969
2blcMJz-Gi4,أول فطور رمضاني ليا انا والواليد باندومي...رونا الدار كولها😂😂,2020-04-28 17:03:43+00:00,726.0,1314246,144346,3693
QoX5DMLlbbo,الواليد هرب ليه مع Omegle صدمنا واحد بين لينا الاعضاء ... 😂,2020-04-21 17:47:46+00:00,604.0,1075967,129979,3788
OlkjmIvZ0KA,😂 ردة فعل الواليد على الطرولات لي دارو علينا,2020-04-12 19:02:28+00:00,491.0,1035775,107992,2352
6bXHw1VO0MY,احمق تحدي الهمس مع الواليد...كان غيحماق ليا!!!,2020-04-07 16:12:13+00:00,853.0,1093303,108864,2847
t9hRejDVxOk,اول مرة نجرب لكاياك مع لواليد...مبقاش باغي الضالة؟؟؟,2020-04-01 16:38:20+00:00,1100.0,1103536,83401,1814
UKHo_rARh3E,اول مرة نزورو مسجد ديال ليهود...لواليد صدمني!!!,2020-03-25 15:33:51+00:00,887.0,841093,58473,1961
7Xic78bYTU8,🍝 أحمق تحدي بيني وبين الواليد، شكون طيب احسن طبق اندومي ؟,2020-03-21 14:59:25+00:00,602.0,717649,87024,2304
n1SGS7FHgCo,نصائح  وحتياطات من الواليد ديالي ضد فيروس كورونا,2020-03-18 14:00:17+00:00,1118.0,366179,36187,1205
krRC_p25ijA,الواليد خدم بارمان فزاڭورا...وغرق لينا فالپسين!!!,2020-03-13 19:44:53+00:00,1137.0,1433255,90561,1806
H5g1y8RD29E,حلم المليون أصبح  حقيقة ...شكرا ل 1M مشترك ومشتركة,2020-03-06 18:54:29+00:00,1387.0,769582,95224,3283
fa6yrO5-Edo,مشينا انا ولواليد لشلات أزود...والموت ديال الضحك ههه,2020-02-27 18:00:02+00:00,1081.0,746415,59569,2205
2fLowSjUUXg,أسئلة محرجة مع الواليد، الموت ديال الضحك هههه,2020-02-02 17:27:00+00:00,1654.0,3277200,212450,5320
IDpJ1izkkJQ,اول مرة يجرب الواليد الطيران الحر...ولواليد تزط لينا فكاورية,2020-01-17 16:38:28+00:00,1439.0,1154863,81254,2421
E29aCQ3tFik,bouche a bouche دزنا من طريق الموت تيزي نتاست!!!لواليد كان غيدير ليا,2019-12-20 16:34:28+00:00,1208.0,603440,46041,1160
qL64C6sBEj8,لواليد خدم براح فلمدينة القديمة ديال فاس...لموت ديال الضحك😂😂😂,2019-12-11 16:46:08+00:00,1464.0,1220562,73804,2486
-TeCUkNwwMc,مشينا انا والواليد لمدينة إفران...وشفرو ليه التيليفون كان غيتسطا!!!,2019-12-04 16:39:32+00:00,754.0,1079038,80763,2094
d2IXqs35PVY,ضاربنا بالتلج انا والواليد...واول مرة نلعبو مع القرودا في مذينة أزرو!!!,2019-11-28 16:29:28+00:00,1173.0,1155693,80446,2374
i970jxRfqxo,اول مرة نجربو الدرون تهرسات لينا...ودرنا السورف وسط الصحراء شوفو شنو وقع!! الشينوي جابها فراصو,2019-11-23 15:02:57+00:00,1142.0,929707,63715,1751
q3ZlpBAZzjA,درت مقلب خطير للوليد...رضيت ليه الدار قهوة ديال الشيشة!!!لموت ديال الضحك,2019-11-16 16:29:31+00:00,1290.0,1865195,132167,3276
je70JZ5mlz8,مشيت انا والواليد لموسم الزعفران...ولقينا كلب واحل فاشاريج!شوفو اشنو وقع🤔😂,2019-11-02 16:00:02+00:00,1274.0,1549785,86014,2188
F03SZMwqIBQ,سخف ليا لواليد فالغابة بسباب مغامرة خطيرة !!!,2019-10-06 18:02:21+00:00,1105.0,1227232,69963,2097
fV8bMh7aTBg,😂😂😂 مشينا لمغارة هرقل ودرنا فيها تحديات حمقة مع الواليد,2019-09-29 14:54:09+00:00,1030.0,1947025,95866,3392
nGUnUqPXbow,نوضنا الروينا فالمطار...ردة فعل الواليد فاش ركب الطيارة اول مرة😱,2019-09-25 17:56:38+00:00,955.0,5847359,239611,5566
2BOvlhcozLY,ختمنا الصيف باحمق تبحيرة...وركبنا JIT-SKi بالكاصك😂,2019-09-20 17:59:13+00:00,925.0,366031,28456,774
0-T4juvGKY0,درت برانك خطير للواليد: تشفرات الدارالواليد شوفو شنو دار ليا😱😱,2019-09-13 18:35:28+00:00,1437.0,2424938,137686,3773
4WzoE1LpEwM,سولتوني وجاوبتكوم: وأخيرا هادي هي الضالة لي كيحلم بيها الواليد,2019-08-31 17:06:34+00:00,1103.0,3457238,214445,4116
5hRefhHXW3Q,قاديت طاجين انا والواليد...درت ليه برانك خطير,2019-08-21 17:03:24+00:00,1277.0,2083912,113874,3370
L4hfrHaiTaI,دابزت مع الواليد نهار العيد على قبل مسمار ديال كباب!...لموت ديال الضحك,2019-08-13 15:05:25+00:00,739.0,1049273,64446,1515
Ktpo0qoKRSk,تأثرنا بزاف فالجزء التاني من مبادرة العيد...بكاتنا واحد السيدة,2019-08-11 18:12:16+00:00,974.0,500589,47564,1506
Ii_5WrlomjA,حاولنا ندخلو الفرحة على قلوب الناس ... مؤثر جدا,2019-08-05 18:45:04+00:00,611.0,2620351,158320,4806
tDvH6Ue2ZAQ,تقلب بينا  JET_SKI وسط لبحر😱...حفضنا الله,2019-08-03 17:00:58+00:00,1249.0,2833522,149762,2463
I5L8ys9J8Fw,عمنا فواد خطير...لواليد كان غيتسطا,2019-07-27 17:43:35+00:00,1004.0,1887443,94337,1376
J0MYzpE-cwM,قهراتنا الحرارة فمراكش شوفو شنو دار الواليد هههه,2019-07-17 20:14:25+00:00,1151.0,778983,66456,1511
dotS6KDBTi0,لواليد تحير فمهرجان كناوا...ولاحوني الدراري فالبحر بحوايجي😱,2019-07-05 19:14:42+00:00,1291.0,774999,46539,1840
1O0liZ4oHzc,دخل لواليد للسبيطار بسب مرض خطير...تكرفصنا فالسبيطار,2019-06-29 19:40:37+00:00,1813.0,3346621,210948,14247
FxmxyPFAtTU,خطب ليا لواليد كاورية😂...دوزنا أحسن تجربة فحياتنا!!!,2019-06-21 16:53:34+00:00,1155.0,1672891,93003,1777
xv9Dahq30gU,درنا احمق غذاء وسط البحر...ولواليد سخف !!!,2019-06-14 15:43:34+00:00,1510.0,1110253,62493,1599
Onl4pW_I5cE,لعبت أحمق لعبة مع الوليد SCREAM GO HERO,2019-05-10 16:56:12+00:00,882.0,511971,45437,1037
UqH_nbBB6cs,تلاقيت معاكوم فمكناس...شوفو شنو دار لواليد فالراديو لموت ديال ضحك,2019-05-04 16:20:41+00:00,681.0,558993,45203,971
-hsIJHt5rls,لوليد تزعط لينا فالكاوريات...لموت ديال الضحك,2019-04-27 17:10:29+00:00,901.0,1541850,95136,1905
ZipWM0w0ZuE,دوزنا احمق نهار فحياتنا...شوفو ردة فعل لوليد فاش ركب الكواض  parte: 1,2019-04-19 17:10:45+00:00,837.0,752223,55673,1193
KNfTYl04FJM,أحمق تحدي اللمس مع أبي 😂,2019-03-31 16:38:43+00:00,933.0,1733901,132597,3279
X28Haq3znYY,احمق تحدي لو خيروك مع ابي هههه شربت الصابون,2019-02-19 18:59:09+00:00,791.0,881656,86350,2682
tQ4rBkiDu38,عمنا في ابرد منطقة .. الموت ديال البرد 😬,2019-02-08 21:58:23+00:00,807.0,1195667,69290,1578
7tntHS71Iqg,أخطر مغامرة في جبال الاطلس مع أبي ... الواليد كان غايموت بالبرد 😬,2019-01-25 19:38:26+00:00,1503.0,748406,46537,2231
FzKomLsuFQk,مقلب الخمر في ابي هههه الموت ديال الضحك 😂,2019-01-13 17:13:05+00:00,616.0,3665042,187669,5357
gDdOkH7RaD0,احمق هدية راس السنة لأبي...توصلت بالدرع الفضي,2019-01-04 19:28:16+00:00,721.0,1171906,96891,2609
MMf3weBkcU8,أحمق تحدي المارشملو مع أبي 😂,2018-12-25 17:21:10+00:00,383.0,703149,60619,2705
LYoW8-Ew0nw,دخلت مع ابي الى قصر مهجور ...شوفو شنو وقع,2018-12-16 19:36:01+00:00,1101.0,1291296,84256,2431
awLntTlM0nY,دخلنا اكبر مغارة في شمال افريقيا - كنا غنموتو -,2018-12-02 21:48:01+00:00,1099.0,925025,69546,2832
neLFT6Js0Q8,دوزنا نهار حمق مع لواليد ... موت ديال الضحك 😂,2018-11-24 19:03:57+00:00,776.0,1793344,103342,4455
hWGAXu94xxA,غرق ليا الوليد فالمسبح...كان غايموت,2018-11-10 17:35:24+00:00,753.0,12262122,454382,11241
vvWjJVWxWVU,1998 - 2018,2018-11-03 18:39:35+00:00,239.0,447075,47473,2472
nsY6HHtduVw,سولتوني جاوبتكوم أنا و الوليد ديالي ... الوليد صدق كايدوي 6 داللغات 😂,2018-10-27 19:30:18+00:00,515.0,1718950,127102,4218
62CDX1OoW0Q,تحدي أكل الدود مع أبي خخخخ الهربة,2018-10-14 18:36:03+00:00,684.0,1095278,58417,2995
U8ouXgnX_WU,أحمق رحلة صيد مع أبي ههه الهربة,2018-10-03 22:00:58+00:00,919.0,3086057,174232,4361
bjUWuyYbPV4,أحمق سفر الى مراكش !!,2018-09-28 20:10:43+00:00,601.0,1029072,65569,1614
mYfcPpchBjk,أحمق أسئلة و أجوبة مع أبي ... الموت ديال الضحك 😂,2018-09-22 19:14:15+00:00,640.0,1558811,153264,5637
aEot1518DZY,تحدي طاكوس مع أطرف أب في العالم ... الموت ديال الضحك ههههه,2018-09-20 00:37:34+00:00,172.0,3804359,253189,4011
UFt8j-cfdsg,يوم جميل مع أطرف أب في العالم ... الموت ديال الضحك ههههه,2018-09-16 01:30:46+00:00,760.0,2199463,141370,4433
aU_QDdTcxsI,الضحك ديال البناية !! 😱😰,2018-09-11 19:15:42+00:00,62.0,634264,44154,466
OaqhQ2MnZbg,اخطر سرقة : مافيا السطوح بالمغرب 😨,2018-08-30 23:16:27+00:00,137.0,210049,14791,338
iC5VMpT0b-0,فاش كاتنصح خوك الكبير وكاتجيبها فراسك,2018-06-18 15:42:41+00:00,84.0,642729,43200,333
EPBbzG-Rp3M,VLOG #6 : اجواء العيد و خسارة المنتخب المغربي ... توقعات القط اخيل صحيحة,2018-06-16 15:26:01+00:00,389.0,520891,30128,339
2lpXMpy90e8,VLOG #5 : أفشل فطور رمضاني ... الموت ديال الضحك ههههه,2018-06-14 17:11:54+00:00,379.0,1332128,62239,726
lBGwszJdUjA,VLOG #4 : كنت غانغرق فرحلة صيد مع احمق لحية في العالم هههه .. الموت ديال الضحك,2018-06-07 17:14:01+00:00,443.0,558152,30777,517
j_i8ie5XXws,VINE 3 : فاش كادوز الامتحانات وكايتسحاب ليك راسك نجحتي,2018-06-05 18:25:14+00:00,113.0,286655,18029,344
aeN1e9eLBws,تحدي 20 الف ابوني : اول مغربي كيسيق الطوبيس .. الموت ديال الضحك هههه,2018-05-20 16:02:10+00:00,409.0,800070,63663,967
wtpPc8nogQQ,VLOG #3 ... جولة في احمق و اغرب سوق في العالم,2018-05-09 11:30:57+00:00,393.0,450429,25261,691
VYpztp3EzqU,Diffusion en direct de Khalid Lidlissi,2018-05-08 22:13:23+00:00,0.0,0,0,0
2iLHmQLlCPg,VLOG #2 : وكلت لعشراني الدود .. وكنت غانغرق فالرمال المتحركة,2018-04-29 22:21:01+00:00,661.0,1404787,77485,1533
ECvfgZShrIY,احمق فاين على المنحة موت ديال الضحك,2018-02-20 22:52:12+00:00,172.0,380525,28584,721
w5ryEMlpLiM,وضع ثقته في الحلاق .. أنظر ماذا حدث له !,2018-02-04 18:49:56+00:00,134.0,877759,39899,862
